Cantidad,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Tiempo 5,Promedio Tiempo,Iteración 1,Iteración 2,Iteración 3,Iteración 4,Iteración 5,Promedio Iteración
6840000,0.0,0.0,0.0,0.0,0.0,0.0,36140,36153,36163,36175,36188,36163,
6850000,0.0,0.0,0.0,0.0,0.0,0.0,36199,36213,36225,36239,36253,36225,
6860000,0.0,0.0,0.0,0.0,0.0,0.0,36267,36278,36292,36305,36318,36292,
6870000,0.0,0.0,0.0,0.0,0.0,0.0,36332,36345,36358,36371,36382,36357,
6880000,0.0,0.0,0.0,0.0,0.0,0.0,36395,36408,36420,36433,36446,36420,
6890000,0.0,0.0,0.0,0.0,0.0,0.0,36456,36468,36481,36493,36507,36481,
6900000,0.0,0.0,0.0,0.0,0.0,0.0,36519,36530,36542,36554,36566,36542,
6910000,0.0,0.0,0.0,0.0,0.0,0.0,36580,36592,36605,36618,36627,36604,
6920000,0.0,0.0,0.0,0.0,0.0,0.0,36639,36653,36664,36676,36690,36664,
6930000,0.0,0.0,0.0,0.0,0.0,0.0,36702,36715,36728,36740,36750,36727,
6940000,0.0,0.0,0.0,0.0,0.0,0.0,36764,36777,36787,36799,36811,36787,
6950000,0.0,0.0,0.0,0.0,0.0,0.0,36825,36834,36847,36860,36873,36847,
6960000,0.0,0.0,0.0,0.0,0.0,0.0,36885,36898,36911,36923,36936,36910,
6970000,0.0,0.0,0.0,0.0,0.0,0.0,36949,36962,36973,36983,36996,36972,
6980000,0.0,0.0,0.0,0.0,0.0,0.0,37006,37019,37026,37039,37052,37028,
6990000,0.0,0.0,0.0,0.0,0.0,0.0,37065,37076,37090,37103,37117,37090,
7000000,0.0,0.0,0.0,0.0,0.0,0.0,37130,37143,37154,37166,37180,37154,
7010000,0.0,0.0,0.0,0.0,0.0,0.0,37193,37206,37219,37232,37238,37217,
7020000,0.0,0.0,0.0,0.0,0.0,0.0,37250,37263,37275,37285,37298,37274,
7030000,0.0,0.0,0.0,0.0,0.0,0.0,37311,37322,37332,37345,37359,37333,
7040000,0.0,0.0,0.0,0.0,0.0,0.0,37373,37386,37399,37413,37425,37399,
7050000,0.0,0.0,0.0,0.0,0.0,0.0,37438,37448,37461,37472,37486,37461,
7060000,0.0,0.0,0.0,0.0,0.0,0.0,37499,37513,37525,37538,37548,37524,
7070000,0.0,0.0,0.0,0.0,0.0,0.0,37560,37572,37585,37598,37611,37585,
7080000,0.0,0.0,0.0,0.0,0.0,0.0,37623,37634,37648,37661,37674,37648,
7090000,0.0,0.0,0.0,0.0,0.0,0.0,37688,37701,37714,37724,37737,37712,
7100000,0.0,0.0,0.0,0.0,0.0,0.0,37750,37763,37776,37789,37800,37775,
7110000,0.0,0.0,0.0,0.0,0.0,0.0,37813,37823,37834,37847,37860,37835,
7120000,0.0,0.0,0.0,0.0,0.0,0.0,37874,37887,37901,37914,37928,37900,
7130000,0.0,0.0,0.0,0.0,0.0,0.0,37942,37953,37966,37977,37989,37965,
7140000,0.0,0.0,0.0,0.0,0.0,0.0,37999,38011,38025,38037,38049,38024,
7150000,0.0,0.0,0.0,0.0,0.0,0.0,38062,38074,38086,38100,38113,38087,
7160000,0.0,0.0,0.0,0.0,0.0,0.0,38126,38137,38150,38161,38174,38149,
7170000,0.0,0.0,0.0,0.0,0.0,0.0,38187,38201,38213,38224,38237,38212,
7180000,0.0,0.0,0.0,0.0,0.0,0.0,38250,38261,38274,38287,38301,38274,
7190000,0.0,0.0,0.0,0.0,0.0,0.0,38313,38326,38338,38351,38361,38337,
7200000,0.0,0.0,0.0,0.0,0.0,0.0,38373,38386,38398,38411,38424,38398,
7210000,0.0,0.0,0.0,0.0,0.0,0.0,38436,38450,38459,38473,38487,38461,
7220000,0.0,0.0,0.0,0.0,0.0,0.0,38500,38513,38526,38540,38553,38526,
7230000,0.0,0.0,0.0,0.0,0.0,0.0,38567,38580,38592,38605,38619,38592,
7240000,0.0,0.0,0.0,0.0,0.0,0.0,38632,38646,38659,38667,38679,38656,
7250000,0.0,0.0,0.0,0.0,0.0,0.0,38691,38705,38718,38731,38743,38717,
7260000,0.0,0.0,0.0,0.0,0.0,0.0,38756,38769,38782,38794,38807,38781,
7270000,0.0,0.0,0.0,0.0,0.0,0.0,38821,38834,38847,38860,38872,38846,
7280000,0.0,0.0,0.0,0.0,0.0,0.0,38885,38897,38910,38921,38935,38909,
7290000,0.0,0.0,0.0,0.0,0.0,0.0,38949,38963,38976,38990,39004,38976,
7300000,0.0,0.0,0.0,0.0,0.0,0.0,39017,39030,39043,39057,39071,39043,
7310000,0.0,0.0,0.0,0.0,0.0,0.0,39084,39097,39110,39124,39135,39110,
7320000,0.0,0.0,0.0,0.0,0.0,0.0,39147,39159,39171,39184,39196,39171,
7330000,0.0,0.0,0.0,0.0,0.0,0.0,39209,39221,39234,39248,39261,39234,
7340000,0.0,0.0,0.0,0.0,0.0,0.0,39272,39284,39294,39307,39317,39294,
7350000,0.0,0.0,0.0,0.0,0.0,0.0,39329,39342,39355,39365,39379,39354,
7360000,0.0,0.0,0.0,0.0,0.0,0.0,39392,39403,39416,39429,39440,39416,
7370000,0.0,0.0,0.0,0.0,0.0,0.0,39453,39465,39478,39491,39504,39478,
7380000,0.0,0.0,0.0,0.0,0.0,0.0,39518,39531,39544,39555,39568,39543,
7390000,0.0,0.0,0.0,0.0,0.0,0.0,39579,39592,39606,39620,39634,39606,
7400000,0.0,0.0,0.0,0.0,0.0,0.0,39645,39656,39668,39681,39694,39668,
7410000,0.0,0.0,0.0,0.0,0.0,0.0,39708,39722,39735,39748,39761,39734,
7420000,0.0,0.0,0.0,0.0,0.0,0.0,39775,39788,39802,39812,39824,39800,
7430000,0.0,0.0,0.0,0.0,0.0,0.0,39834,39846,39857,39870,39882,39857,
7440000,0.0,0.0,0.0,0.0,0.0,0.0,39895,39907,39920,39932,39946,39920,
7450000,0.0,0.0,0.0,0.0,0.0,0.0,39959,39968,39980,39993,40005,39981,
7460000,0.0,0.0,0.0,0.0,0.0,0.0,40019,40032,40045,40058,40070,40044,
7470000,0.0,0.0,0.0,0.0,0.0,0.0,40083,40096,40102,40116,40129,40105,
7480000,0.0,0.0,0.0,0.0,0.0,0.0,40142,40156,40169,40178,40191,40167,
7490000,0.0,0.0,0.0,0.0,0.0,0.0,40204,40216,40225,40239,40252,40227,
7500000,0.0,0.0,0.0,0.0,0.0,0.0,40261,40274,40287,40294,40305,40284,
7510000,0.0,0.0,0.0,0.0,0.0,0.0,40318,40332,40345,40357,40369,40344,
7520000,0.0,0.0,0.0,0.0,0.0,0.0,40382,40395,40407,40420,40430,40406,
7530000,0.0,0.0,0.0,0.0,0.0,0.0,40443,40454,40467,40479,40492,40467,
7540000,0.0,0.0,0.0,0.0,0.0,0.0,40506,40518,40527,40541,40554,40529,
7550000,0.0,0.0,0.0,0.0,0.0,0.0,40567,40580,40587,40598,40611,40588,
7560000,0.0,0.0,0.0,0.0,0.0,0.0,40618,40631,40644,40658,40670,40644,
7570000,0.0,0.0,0.0,0.0,0.0,0.0,40683,40694,40707,40718,40729,40706,
7580000,0.0,0.0,0.0,0.0,0.0,0.0,40742,40755,40767,40780,40792,40767,
7590000,0.0,0.0,0.0,0.0,0.0,0.0,40802,40815,40829,40843,40857,40829,
7600000,0.0,0.0,0.0,0.0,0.0,0.0,40870,40883,40896,40910,40924,40896,
7610000,0.0,0.0,0.0,0.0,0.0,0.0,40937,40951,40964,40977,40990,40963,
7620000,0.0,0.0,0.0,0.0,0.0,0.0,41002,41014,41028,41041,41053,41027,
7630000,0.0,0.0,0.0,0.0,0.0,0.0,41066,41079,41091,41105,41118,41091,
7640000,0.0,0.0,0.0,0.0,0.0,0.0,41131,41144,41155,41168,41178,41155,
7650000,0.0,0.0,0.0,0.0,0.0,0.0,41191,41204,41218,41231,41243,41217,
7660000,0.0,0.0,0.0,0.0,0.0,0.0,41256,41269,41278,41289,41302,41278,
7670000,0.0,0.0,0.0,0.0,0.0,0.0,41315,41328,41341,41353,41366,41340,
7680000,0.0,0.0,0.0,0.0,0.0,0.0,41380,41393,41404,41414,41426,41403,
7690000,0.0,0.0,0.0,0.0,0.0,0.0,41437,41449,41462,41474,41487,41461,
7700000,0.0,0.0,0.0,0.0,0.0,0.0,41499,41513,41526,41539,41552,41525,
7710000,0.0,0.0,0.0,0.0,0.0,0.0,41561,41574,41587,41595,41608,41585,
7720000,0.0,0.0,0.0,0.0,0.0,0.0,41621,41632,41645,41658,41670,41645,
7730000,0.0,0.0,0.0,0.0,0.0,0.0,41683,41696,41710,41723,41735,41709,
7740000,0.0,0.0,0.0,0.0,0.0,0.0,41748,41761,41773,41786,41798,41773,
7750000,0.0,0.0,0.0,0.0,0.0,0.0,41810,41820,41833,41847,41860,41834,
7760000,0.0,0.0,0.0,0.0,0.0,0.0,41874,41887,41900,41908,41920,41897,
7770000,0.0,0.0,0.0,0.0,0.0,0.0,41933,41945,41956,41969,41982,41957,
7780000,0.0,0.0,0.0,0.0,0.0,0.0,41994,42005,42019,42032,42043,42018,
7790000,0.0,0.0,0.0,0.0,0.0,0.0,42056,42066,42079,42091,42103,42079,
7800000,0.0,0.0,0.0,0.0,0.0,0.0,42116,42128,42142,42154,42168,42141,
7810000,0.0,0.0,0.0,0.0,0.0,0.0,42181,42194,42206,42220,42233,42206,
7820000,0.0,0.0,0.0,0.0,0.0,0.0,42239,42253,42266,42279,42293,42266,
7830000,0.0,0.0,0.0,0.0,0.0,0.0,42304,42313,42321,42334,42348,42324,
7840000,0.0,0.0,0.0,0.0,0.0,0.0,42361,42373,42385,42397,42410,42385,
7850000,0.0,0.0,0.0,0.0,0.0,0.0,42424,42434,42447,42459,42471,42447,
7860000,0.0,0.0,0.0,0.0,0.0,0.0,42482,42494,42508,42519,42533,42507,
7870000,0.0,0.0,0.0,0.0,0.0,0.0,42547,42560,42574,42587,42600,42573,
7880000,0.0,0.0,0.0,0.0,0.0,0.0,42613,42626,42639,42652,42665,42639,
7890000,0.0,0.0,0.0,0.0,0.0,0.0,42679,42692,42705,42719,42731,42705,
7900000,0.0,0.0,0.0,0.0,0.0,0.0,42744,42757,42769,42781,42794,42769,
7910000,0.0,0.0,0.0,0.0,0.0,0.0,42805,42818,42828,42842,42854,42829,
7920000,0.0,0.0,0.0,0.0,0.0,0.0,42864,42875,42889,42902,42914,42888,
7930000,0.0,0.0,0.0,0.0,0.0,0.0,42927,42940,42954,42968,42978,42953,
7940000,0.0,0.0,0.0,0.0,0.0,0.0,42992,43005,43018,43031,43044,43018,
7950000,0.0,0.0,0.0,0.0,0.0,0.0,43057,43069,43079,43092,43106,43080,
7960000,0.0,0.0,0.0,0.0,0.0,0.0,43118,43128,43141,43153,43167,43141,
7970000,0.0,0.0,0.0,0.0,0.0,0.0,43178,43191,43202,43215,43226,43202,
7980000,0.0,0.0,0.0,0.0,0.0,0.0,43238,43251,43265,43279,43288,43264,
7990000,0.0,0.0,0.0,0.0,0.0,0.0,43301,43315,43327,43340,43352,43327,
8000000,0.0,0.0,0.0,0.0,0.0,0.0,43365,43378,43391,43404,43416,43390,
8010000,0.0,0.0,0.0,0.0,0.0,0.0,43426,43438,43444,43458,43466,43446,
8020000,0.0,0.0,0.0,0.0,0.0,0.0,43477,43490,43503,43515,43528,43502,
8030000,0.0,0.0,0.0,0.0,0.0,0.0,43542,43555,43568,43582,43595,43568,
8040000,0.0,0.0,0.0,0.0,0.0,0.0,43608,43620,43633,43646,43658,43633,
8050000,0.0,0.0,0.0,0.0,0.0,0.0,43669,43683,43695,43708,43720,43695,
8060000,0.0,0.0,0.0,0.0,0.0,0.0,43731,43744,43757,43769,43783,43756,
8070000,0.0,0.0,0.0,0.0,0.0,0.0,43795,43808,43818,43832,43844,43819,
8080000,0.0,0.0,0.0,0.0,0.0,0.0,43857,43871,43884,43895,43906,43882,
8090000,0.0,0.0,0.0,0.0,0.0,0.0,43916,43929,43942,43956,43969,43942,
8100000,0.0,0.0,0.0,0.0,0.0,0.0,43983,43992,44006,44019,44032,44006,
8110000,0.0,0.0,0.0,0.0,0.0,0.0,44045,44058,44071,44085,44098,44071,
8120000,0.0,0.0,0.0,0.0,0.0,0.0,44110,44123,44135,44145,44156,44133,
8130000,0.0,0.0,0.0,0.0,0.0,0.0,44169,44181,44194,44208,44222,44194,
8140000,0.0,0.0,0.0,0.0,0.0,0.0,44234,44246,44260,44273,44286,44259,
8150000,0.0,0.0,0.0,0.0,0.0,0.0,44299,44312,44321,44334,44347,44322,
8160000,0.0,0.0,0.0,0.0,0.0,0.0,44360,44373,44386,44399,44410,44385,
8170000,0.0,0.0,0.0,0.0,0.0,0.0,44423,44435,44448,44460,44474,44448,
8180000,0.0,0.0,0.0,0.0,0.0,0.0,44488,44501,44514,44527,44534,44512,
8190000,0.0,0.0,0.0,0.0,0.0,0.0,44547,44561,44574,44586,44599,44573,
8200000,0.0,0.0,0.0,0.0,0.0,0.0,44612,44626,44637,44650,44664,44637,
8210000,0.0,0.0,0.001,0.0,0.0,2.0E-4,44677,44690,44703,44716,44729,44703,
8220000,0.0,0.0,0.0,0.0,0.0,0.0,44741,44753,44766,44780,44792,44766,
8230000,0.0,0.0,0.0,0.0,0.0,0.0,44806,44819,44832,44846,44859,44832,
8240000,0.0,0.0,0.0,0.0,0.0,0.0,44873,44882,44896,44906,44919,44895,
8250000,0.0,0.0,0.0,0.0,0.0,0.0,44930,44943,44955,44969,44979,44955,
8260000,0.0,0.0,0.0,0.0,0.0,0.0,44992,45004,45016,45029,45042,45016,
8270000,0.0,0.0,0.0,0.0,0.0,0.0,45055,45068,45081,45092,45105,45080,
8280000,0.0,0.0,0.0,0.0,0.0,0.0,45118,45131,45145,45156,45169,45143,
8290000,0.0,0.0,0.0,0.0,0.0,0.0,45182,45193,45207,45219,45223,45204,
8300000,0.0,0.0,0.0,0.0,0.0,0.0,45237,45250,45262,45275,45288,45262,
8310000,0.0,0.0,0.0,0.0,0.0,0.0,45301,45315,45328,45339,45352,45327,
8320000,0.0,0.0,0.0,0.0,0.0,0.0,45365,45376,45390,45403,45416,45390,
8330000,0.0,0.0,0.0,0.0,0.0,0.0,45430,45442,45452,45465,45476,45453,
8340000,0.0,0.0,0.0,0.0,0.0,0.0,45489,45502,45515,45527,45537,45514,
8350000,0.0,0.0,0.0,0.0,0.0,0.0,45549,45562,45572,45586,45599,45573,
8360000,0.0,0.0,0.0,0.0,0.0,0.0,45612,45625,45637,45651,45665,45638,
8370000,0.0,0.0,0.0,0.0,0.0,0.0,45678,45691,45704,45717,45729,45703,
8380000,0.0,0.0,0.0,0.0,0.0,0.0,45741,45751,45759,45772,45785,45761,
8390000,0.0,0.0,0.0,0.0,0.0,0.0,45796,45808,45821,45833,45845,45820,
8400000,0.0,0.0,0.0,0.0,0.0,0.0,45859,45872,45880,45891,45904,45881,
8410000,0.0,0.0,0.0,0.0,0.0,0.0,45917,45931,45939,45952,45965,45940,
8420000,0.0,0.0,0.0,0.0,0.0,0.0,45976,45987,46000,46012,46022,45999,
8430000,0.0,0.0,0.0,0.0,0.0,0.0,46036,46049,46062,46076,46088,46062,
8440000,0.0,0.0,0.0,0.0,0.0,0.0,46101,46114,46123,46136,46149,46124,
8450000,0.0,0.0,0.0,0.0,0.0,0.0,46163,46176,46189,46203,46214,46189,
8460000,0.0,0.0,0.0,0.0,0.0,0.0,46227,46240,46253,46267,46278,46253,
8470000,0.0,0.0,0.0,0.0,0.0,0.0,46290,46303,46315,46328,46342,46315,
8480000,0.0,0.0,0.0,0.0,0.0,0.0,46354,46365,46378,46390,46402,46377,
8490000,0.0,0.0,0.0,0.0,0.0,0.0,46415,46427,46439,46453,46466,46440,
8500000,0.0,0.0,0.0,0.0,0.0,0.0,46478,46491,46503,46516,46529,46503,
8510000,0.0,0.0,0.0,0.0,0.0,0.0,46542,46556,46570,46584,46597,46569,
8520000,0.0,0.0,0.0,0.0,0.0,0.0,46608,46620,46633,46646,46659,46633,
8530000,0.0,0.0,0.0,0.0,0.0,0.0,46672,46686,46697,46708,46720,46696,
8540000,0.0,0.0,0.0,0.0,0.0,0.0,46733,46746,46760,46772,46786,46759,
8550000,0.0,0.0,0.0,0.0,0.0,0.0,46799,46812,46824,46838,46849,46824,
8560000,0.0,0.0,0.0,0.0,0.0,0.0,46863,46874,46888,46901,46914,46888,
8570000,0.0,0.0,0.0,0.0,0.0,0.0,46926,46939,46952,46964,46978,46951,
8580000,0.0,0.0,0.0,0.0,0.0,0.0,46989,47000,47014,47027,47036,47013,
8590000,0.0,0.0,0.0,0.0,0.0,0.0,47048,47061,47074,47087,47101,47074,
8600000,0.0,0.0,0.0,0.0,0.0,0.0,47114,47127,47141,47154,47165,47140,
8610000,0.0,0.0,0.0,0.0,0.0,0.0,47176,47189,47203,47214,47228,47202,
8620000,0.0,0.0,0.0,0.0,0.0,0.0,47241,47253,47267,47280,47292,47266,
8630000,0.0,0.0,0.0,0.0,0.0,0.0,47305,47317,47331,47339,47351,47328,
8640000,0.0,0.0,0.0,0.0,0.0,0.0,47363,47377,47388,47400,47413,47388,
8650000,0.0,0.0,0.0,0.0,0.0,0.0,47424,47437,47451,47464,47477,47450,
8660000,0.0,0.0,0.0,0.0,0.0,0.0,47490,47503,47515,47527,47541,47515,
8670000,0.0,0.0,0.0,0.0,0.0,0.0,47550,47563,47573,47587,47599,47574,
8680000,0.0,0.0,0.0,0.0,0.0,0.0,47613,47627,47637,47647,47661,47637,
8690000,0.0,0.0,0.0,0.0,0.0,0.0,47672,47686,47697,47710,47723,47697,
8700000,0.0,0.0,0.0,0.0,0.0,0.0,47735,47748,47762,47775,47789,47761,
8710000,0.0,0.0,0.0,0.0,0.0,0.0,47800,47811,47822,47835,47844,47822,
8720000,0.0,0.0,0.0,0.0,0.0,0.0,47856,47869,47882,47890,47903,47880,
8730000,0.0,0.0,0.0,0.0,0.0,0.0,47915,47928,47942,47956,47969,47942,
8740000,0.0,0.0,0.0,0.0,0.0,0.0,47983,47996,48009,48022,48034,48008,
8750000,0.0,0.0,0.0,0.0,0.0,0.0,48047,48058,48072,48085,48098,48072,
8760000,0.0,0.0,0.0,0.0,0.0,0.0,48111,48123,48134,48147,48159,48134,
8770000,0.0,0.0,0.0,0.0,0.0,0.0,48171,48184,48197,48211,48225,48197,
8780000,0.0,0.0,0.0,0.0,0.0,0.0,48238,48247,48260,48273,48287,48261,
8790000,0.0,0.0,0.0,0.0,0.0,0.0,48300,48312,48324,48337,48348,48324,
8800000,0.0,0.0,0.0,0.0,0.0,0.0,48357,48371,48384,48396,48407,48383,
8810000,0.0,0.0,0.0,0.0,0.0,0.0,48421,48431,48444,48458,48471,48445,
8820000,0.0,0.0,0.0,0.0,0.0,0.0,48484,48497,48510,48522,48533,48509,
8830000,0.0,0.0,0.0,0.0,0.0,0.0,48547,48559,48573,48585,48598,48572,
8840000,0.0,0.0,0.0,0.0,0.0,0.0,48610,48623,48635,48646,48655,48633,
8850000,0.0,0.0,0.0,0.0,0.0,0.0,48667,48680,48693,48705,48719,48692,
8860000,0.0,0.0,0.0,0.0,0.0,0.0,48730,48742,48755,48768,48781,48755,
8870000,0.0,0.0,0.0,0.0,0.0,0.0,48791,48804,48817,48830,48842,48816,
8880000,0.0,0.0,0.0,0.0,0.0,0.0,48855,48868,48877,48887,48900,48877,
8890000,0.0,0.0,0.0,0.0,0.0,0.0,48912,48920,48932,48946,48959,48933,
8900000,0.0,0.0,0.0,0.0,0.0,0.0,48972,48981,48995,49009,49022,48995,
8910000,0.0,0.0,0.0,0.0,0.0,0.0,49035,49047,49060,49072,49083,49059,
8920000,0.0,0.0,0.0,0.0,0.0,0.0,49091,49103,49115,49129,49141,49115,
8930000,0.0,0.0,0.0,0.0,0.0,0.0,49154,49167,49180,49193,49206,49180,
8940000,0.0,0.0,0.0,0.0,0.0,0.0,49220,49233,49244,49257,49271,49245,
8950000,0.0,0.0,0.0,0.0,0.0,0.0,49280,49294,49306,49319,49329,49305,
8960000,0.0,0.0,0.0,0.0,0.0,0.0,49341,49351,49365,49378,49387,49364,
8970000,0.0,0.0,0.0,0.0,0.0,0.0,49400,49414,49427,49440,49452,49426,
8980000,0.0,0.0,0.0,0.0,0.0,0.0,49463,49476,49489,49503,49516,49489,
8990000,0.0,0.0,0.0,0.0,0.0,0.0,49529,49542,49556,49569,49579,49555,
9000000,0.0,0.0,0.0,0.0,0.0,0.0,49591,49604,49617,49630,49631,49614,
9010000,0.0,0.0,0.0,0.0,0.0,0.0,49643,49654,49667,49680,49692,49667,
9020000,0.0,0.0,0.0,0.0,0.0,0.0,49705,49718,49731,49745,49759,49731,
9030000,0.0,0.0,0.0,0.0,0.0,0.0,49773,49787,49800,49812,49825,49799,
9040000,0.0,0.0,0.0,0.0,0.0,0.0,49837,49847,49858,49868,49880,49858,
9050000,0.0,0.0,0.0,0.0,0.0,0.0,49893,49904,49917,49929,49942,49917,
9060000,0.0,0.0,0.001,0.0,0.0,2.0E-4,49952,49966,49980,49991,50001,49978,
9070000,0.0,0.0,0.0,0.0,0.0,0.0,50014,50027,50039,50053,50066,50039,
9080000,0.0,0.0,0.0,0.0,0.0,0.0,50078,50090,50103,50116,50128,50103,
9090000,0.0,0.0,0.0,0.0,0.0,0.0,50140,50153,50166,50174,50188,50164,
9100000,0.0,0.0,0.0,0.0,0.0,0.0,50200,50213,50227,50238,50252,50226,
9110000,0.0,0.0,0.0,0.0,0.0,0.0,50261,50274,50288,50301,50315,50287,
9120000,0.0,0.0,0.0,0.0,0.0,0.0,50328,50338,50346,50358,50372,50348,
9130000,0.0,0.0,0.0,0.0,0.0,0.0,50385,50395,50403,50415,50428,50405,
9140000,0.0,0.0,0.0,0.0,0.0,0.0,50440,50453,50466,50479,50488,50465,
9150000,0.0,0.0,0.0,0.0,0.0,0.0,50500,50513,50525,50535,50549,50524,
9160000,0.0,0.0,0.0,0.0,0.0,0.0,50561,50574,50586,50597,50610,50585,
9170000,0.0,0.0,0.0,0.0,0.0,0.0,50623,50635,50646,50658,50672,50646,
9180000,0.0,0.0,0.0,0.0,0.0,0.0,50685,50697,50710,50722,50734,50709,
9190000,0.0,0.0,0.0,0.0,0.0,0.0,50747,50759,50772,50785,50798,50772,
9200000,0.0,0.0,0.0,0.0,0.0,0.0,50811,50825,50836,50850,50862,50836,
9210000,0.0,0.0,0.0,0.0,0.0,0.0,50875,50888,50896,50906,50919,50896,
9220000,0.0,0.0,0.0,0.0,0.0,0.0,50933,50946,50959,50972,50981,50958,
9230000,0.0,0.0,0.0,0.0,0.0,0.0,50994,51008,51022,51035,51045,51020,
9240000,0.0,0.0,0.0,0.0,0.0,0.0,51057,51069,51080,51093,51106,51081,
9250000,0.0,0.0,0.0,0.0,0.0,0.0,51119,51132,51144,51155,51169,51143,
9260000,0.0,0.0,0.0,0.0,0.0,0.0,51181,51195,51209,51219,51232,51207,
9270000,0.0,0.0,0.0,0.0,0.0,0.0,51244,51257,51270,51282,51296,51269,
9280000,0.0,0.0,0.0,0.0,0.0,0.0,51310,51321,51335,51349,51362,51335,
9290000,0.0,0.0,0.0,0.0,0.0,0.0,51375,51389,51400,51412,51422,51399,
9300000,0.0,0.0,0.0,0.0,0.0,0.0,51435,51449,51459,51473,51482,51459,
9310000,0.0,0.0,0.0,0.0,0.0,0.0,51495,51507,51519,51531,51543,51519,
9320000,0.0,0.0,0.0,0.0,0.0,0.0,51555,51563,51576,51587,51600,51576,
9330000,0.0,0.0,0.0,0.0,0.0,0.0,51613,51627,51639,51652,51665,51639,
9340000,0.0,0.0,0.0,0.0,0.0,0.0,51678,51692,51703,51716,51729,51703,
9350000,0.0,0.0,0.0,0.0,0.0,0.0,51742,51754,51763,51776,51789,51764,
9360000,0.0,0.0,0.0,0.0,0.0,0.0,51802,51815,51829,51841,51853,51828,
9370000,0.0,0.0,0.0,0.0,0.0,0.0,51865,51877,51890,51902,51915,51889,
9380000,0.0,0.0,0.0,0.0,0.0,0.0,51928,51939,51948,51960,51971,51949,
9390000,0.0,0.0,0.0,0.0,0.0,0.0,51984,51993,52007,52019,52030,52006,
9400000,0.0,0.0,0.0,0.0,0.0,0.0,52043,52055,52068,52081,52095,52068,
9410000,0.0,0.0,0.0,0.0,0.0,0.0,52108,52121,52134,52146,52154,52132,
9420000,0.0,0.0,0.0,0.0,0.0,0.0,52164,52177,52191,52202,52216,52190,
9430000,0.0,0.0,0.0,0.0,0.0,0.0,52221,52233,52247,52258,52271,52246,
9440000,0.0,0.0,0.0,0.0,0.0,0.0,52284,52296,52309,52322,52333,52308,
9450000,0.0,0.0,0.0,0.0,0.0,0.0,52345,52358,52369,52380,52393,52369,
9460000,0.0,0.0,0.0,0.0,0.0,0.0,52406,52420,52433,52445,52458,52432,
9470000,0.0,0.0,0.0,0.0,0.0,0.0,52471,52485,52498,52511,52524,52497,
9480000,0.0,0.0,0.0,0.0,0.0,0.0,52535,52547,52559,52572,52586,52559,
9490000,0.0,0.0,0.0,0.0,0.0,0.0,52598,52611,52624,52637,52649,52623,
9500000,0.0,0.0,0.0,0.0,0.0,0.0,52662,52674,52687,52699,52710,52686,
9510000,0.0,0.0,0.0,0.0,0.0,0.0,52722,52733,52744,52754,52766,52743,
9520000,0.0,0.0,0.0,0.0,0.0,0.0,52777,52790,52802,52813,52826,52801,
9530000,0.0,0.0,0.0,0.0,0.0,0.0,52837,52848,52860,52873,52886,52860,
9540000,0.0,0.0,0.0,0.0,0.0,0.0,52899,52911,52923,52937,52949,52923,
9550000,0.0,0.0,0.0,0.0,0.0,0.0,52962,52974,52988,53000,53013,52987,
9560000,0.0,0.0,0.0,0.0,0.0,0.0,53025,53038,53047,53059,53072,53048,
9570000,0.0,0.0,0.0,0.0,0.0,0.0,53086,53100,53113,53125,53137,53112,
9580000,0.0,0.0,0.0,0.0,0.0,0.0,53148,53159,53172,53185,53197,53172,
9590000,0.0,0.0,0.0,0.0,0.0,0.0,53206,53217,53230,53243,53255,53230,
9600000,0.0,0.0,0.0,0.0,0.0,0.0,53269,53281,53293,53306,53320,53293,
9610000,0.0,0.0,0.0,0.0,0.0,0.0,53333,53345,53356,53369,53380,53356,
9620000,0.0,0.0,0.0,0.0,0.0,0.0,53394,53405,53419,53432,53444,53418,
9630000,0.0,0.0,0.0,0.0,0.0,0.0,53455,53468,53480,53493,53506,53480,
9640000,0.0,0.0,0.0,0.0,0.0,0.0,53516,53528,53541,53554,53568,53541,
9650000,0.0,0.0,0.0,0.0,0.0,0.0,53580,53591,53604,53614,53628,53603,
9660000,0.0,0.0,0.0,0.0,0.0,0.0,53642,53655,53668,53680,53691,53667,
9670000,0.0,0.0,0.0,0.0,0.0,0.0,53705,53718,53731,53741,53753,53729,
9680000,0.0,0.0,0.0,0.0,0.0,0.0,53765,53778,53791,53804,53812,53790,
9690000,0.0,0.0,0.0,0.0,0.0,0.0,53826,53834,53847,53857,53869,53846,
9700000,0.0,0.0,0.0,0.0,0.0,0.0,53880,53894,53908,53918,53931,53906,
9710000,0.0,0.0,0.0,0.0,0.0,0.0,53940,53952,53965,53979,53992,53965,
9720000,0.0,0.0,0.0,0.0,0.0,0.0,54005,54018,54030,54041,54055,54029,
9730000,0.0,0.0,0.0,0.0,0.0,0.0,54067,54080,54089,54103,54117,54091,
9740000,0.0,0.0,0.0,0.0,0.0,0.0,54129,54141,54153,54167,54179,54153,
9750000,0.0,0.0,0.0,0.0,0.0,0.0,54193,54206,54219,54232,54245,54219,
9760000,0.0,0.0,0.0,0.0,0.0,0.0,54259,54270,54282,54295,54306,54282,
9770000,0.0,0.0,0.0,0.0,0.0,0.0,54318,54331,54340,54353,54367,54341,
9780000,0.0,0.0,0.0,0.0,0.0,0.0,54380,54386,54400,54413,54427,54401,
